Conference,Year,Title,DOI,id,cite_to_list,cited_by_list,Link,FirstPage,LastPage,PaperType,Abstract,AuthorNames-Deduped,AuthorNames,AuthorAffiliation,InternalReferences,AuthorKeywords,AminerCitationCount_02-2020,XploreCitationCount - 2020-01,PubsCited,Award
InfoVis,1995,Research report. DataSpace: 3-D visualizations of large databases,10.1109/INFVIS.1995.528690,10,[],[39],http://dx.doi.org/10.1109/INFVIS.1995.528690,82,88,C,"DataSpace is a system for interactive 3-D visualization and analysis of large databases. DataSpace utilizes the display space by placing panels of information, possibly generated by different visualization applications, in a 3-D graph layout, and providing continuous navigation facilities. Selective rearrangements and transparency can be used to reduce occlusion or to compare or merge a set of images (e.g. line graphs or scatter plots) that are aligned and stacked in depth. A prototype system supporting the basic 3-D graphic operations (layout, zoom, rotation, translation, transparency) has been implemented. We provide several illustrative examples of DataSpace displays taken from the current system. We present the 3-D display paradigm, describe the query, layout and rendering steps required to create a display, and discuss some performance issues.",Vinod Anupam;Shaul Dar;Ted Leibfried;Eric Petajan,V. Anupam;S. Dar;T. Leibfried;E. Petajan,"AT&T Bell Labs., Murray Hill, NJ, USA;AT&T Bell Labs., Murray Hill, NJ, USA;AT&T Bell Labs., Murray Hill, NJ, USA;AT&T Bell Labs., Murray Hill, NJ, USA",10.1109/VISUAL.1994.346304,,16.0,8.0,16.0,
InfoVis,1995,Case study. Narcissus: visualising information,10.1109/INFVIS.1995.528691,11,[],"[37, 38, 62, 73, 95, 100, 242]",http://dx.doi.org/10.1109/INFVIS.1995.528691,90,96,C,"It is becoming increasingly important that support is provided for users who are dealing with complex information spaces. The need is driven by the growing number of domains where there is a requirement for users to understand, navigate and manipulate large sets of computer based data; by the increasing size and complexity of this information and by the pressures to use this information efficiently. The paradigmatic example is the World Wide Web, but other domains include software systems, information systems and concurrent engineering. One approach to providing this support is to provide sophisticated visualisation tools which lead the users to form an intuitive understanding of the structure and behaviour of their domain and which provide mechanisms which allow them to manipulate objects within their system. The paper describes such a tool and a number of visualisation techniques that it implements.",Robert J. Hendley;Nick S. Drew;Andrew Wood;Russell Beale,R.J. Hendley;N.S. Drew;A.M. Wood;R. Beale,"Sch. of Comput. Sci., Birmingham Univ., UK;Sch. of Comput. Sci., Birmingham Univ., UK;Sch. of Comput. Sci., Birmingham Univ., UK;Sch. of Comput. Sci., Birmingham Univ., UK",,,66.0,32.0,8.0,
InfoVis,1995,Case study. Visualising cyberspace: information visualisation in the Harmony Internet browser,10.1109/INFVIS.1995.528692,12,[],[73],http://dx.doi.org/10.1109/INFVIS.1995.528692,97,104,C,"The explosive growth of information systems on the Internet has clearly demonstrated the need to organise, filter, and present information in ways which allow users to cope with the sheer quantities of information available. The scope for visualisation of Gopher and WWW spaces is restricted by the limitations of their respective data models. The far richer data model supported by the Hyper-G Internet information system is exploited by its Harmony client to provide a number of tightly-coupled, two- and three-dimensional visualisation and navigational facilities, which help provide location feedback and alleviate user disorientation.",K. Andrews,K. Andrews,"Inst. for Inf. Process. & Comput. Supported New Media, Graz Univ. of Technol., Austria",10.1109/VISUAL.1991.175815;10.1109/VISUAL.1992.235198,,,20.0,27.0,
InfoVis,1995,Case study: fishing for information on the Internet,10.1109/INFVIS.1995.528693,13,[],[884],http://dx.doi.org/10.1109/INFVIS.1995.528693,105,111,C,"As the Internet continues to grow, the amount of accessible information becomes increasingly vast. Search tools exist that allow users to find relevant information. However, a search can often produce such a large amount of data that it becomes hard to ferret out the most appropriate and highest quality information. In addition, some search tools lose valuable information when displaying the results to the user. The paper describes a search visualization tool, called FISH, for viewing hierarchically structured information and managing information overload. FISH (Forager for the Information Super Highway) allows users to visualize the results of search requests across large document spaces in a way that preserves the structure of the information space. FISH displays the returned documents as rectangles, using a combination of order, indentation, size, and color to denote document hierarchy, the score of the documents with respect to the search, and other data attributes. In addition, the user can navigate through the document space for in-depth probing and refinement.",R. Mitchell;David S. Day;Lynette Hirschman,R. Mitchell;D. Day;L. Hirschman,"Mitre Corp., Bedford, MA, USA;Mitre Corp., Bedford, MA, USA;Mitre Corp., Bedford, MA, USA",10.1109/VISUAL.1991.175815,,7.0,4.0,4.0,
InfoVis,1995,Case study. A WWW viewpoint on scientific visualization: an EPA case study for technology transfer,10.1109/INFVIS.1995.528694,14,[],[],http://dx.doi.org/10.1109/INFVIS.1995.528694,112,114,C,"The paper examines how to provide scientific visualization capabilities to environmental scientists, policy analysts and decision makers with personal computers (PCs) on their desktops. An approach for using the World Wide Web (WWW) for disseminating knowledge on scientific visualization and for intelligent access to visualization capabilities on high performance (UNIX) workstations is outlined.",Theresa-Marie Rhyne,T.M. Rhyne,"Lockheed Martin, Research Triangle Park, NC, USA",10.1109/VISUAL.1993.398874,,0.0,0.0,8.0,
InfoVis,1995,Case study: an empirical investigation of thumbnail image recognition,10.1109/INFVIS.1995.528695,15,[],[],http://dx.doi.org/10.1109/INFVIS.1995.528695,115,121,C,"The use of thumbnails (i.e., miniatures) in the user-interface of image databases allows searching and selection of images without the need for naming policies. Treating parent images prior to reduction with edge-detecting smoothing, lossy image compression, or static codebook compression resulted in thumbnails where the distortion caused by reduction was lessened. An experiment assessing these techniques found resulting thumbnails could be recognised more quickly and accurately than thumbnails of the same parent images that had been reduced without treatment. This pretreatment in thumbnail creation is offered as an improvement.",C. A. Burton;L. J. Johnston;E. A. Sonenberg,C.A. Burton;L.J. Johnston;E.A. Sonenberg,"Melbourne Univ., Parkville, Vic., Australia;Melbourne Univ., Parkville, Vic., Australia;Melbourne Univ., Parkville, Vic., Australia",,,7.0,4.0,15.0,
InfoVis,1995,Case study: visualizing Internet resources,10.1109/INFVIS.1995.528696,16,[],[],http://dx.doi.org/10.1109/INFVIS.1995.528696,122,128,C,"The goal is to improve the ability of people from all walks of life and interests to access, search, and use the information distributed in Internet resources. The process of interacting with information resources starts with browsing, continues with digesting and assimilating pieces of information, terminates with generation of new information, and begins anew with analysis of pre-existing and new information. Our approach is user-centric-taking users needs into account by allowing them to interact with the information contained in large arrays of documents. The visualization process is an integral part of the overall process. We have covered three related categories in this methodology. The first one is browsing through the World-Wide Web (WWW) hyperspace without becoming lost, based on a visual representation of the hyperspace hierarchical structure (hyperspace view). The second category is overcoming the rigidity of the WWW by allowing the user to construct interactively and visually a personal hyperspace of information, linking the documents according to the application or problem domain, or to the user's own perception, experience, culture, or way of thinking. The third category includes discovery and analysis of new information and relationships in retrieved documents by aggregating relevant information and representing it visually.",Nahum D. Gershon;Joshua LeVasseur;Joel Winstead;J. Croall;A. Pernicks;William Ruh,N. Gershon;J. LeVasseur;J. Winstead;J. Croall;A. Pernicks;W. Ruh,"Mitre Corp., McLean, VA, USA;Mitre Corp., McLean, VA, USA;Mitre Corp., McLean, VA, USA;Mitre Corp., McLean, VA, USA;Mitre Corp., McLean, VA, USA;Mitre Corp., McLean, VA, USA",,,22.0,7.0,7.0,
InfoVis,1995,Case study: 3D displays of Internet traffic,10.1109/INFVIS.1995.528697,17,[],"[33, 50, 252, 1595]",http://dx.doi.org/10.1109/INFVIS.1995.528697,129,131,C,"The explosive growth in world-wide communications, especially the Internet, has highlighted the need for techniques to visualize network traffic. The traditional node and link network displays work well for small datasets but become visually cluttered and uninterpretable for large datasets. A natural 3D metaphor for displaying world-wide network data is to position the nodes on a globe and draw arcs between them coding the traffic. This technique has several advantages of over the traditional 2D displays, it naturally reduces line crossing clutter, provides an intuitive model for navigation and indication of time, and retains the geographic context. Coupling these strengths with some novel interaction techniques involving the globe surface translucency and arc heights illustrates the usefulness for this class of displays.",Kenneth C. Cox;Stephen G. Eick,K.C. Cox;S.G. Eick,"AT&T Bell Labs., Naperville, IL, USA;AT&T Bell Labs., Naperville, IL, USA",10.1109/VISUAL.1993.398870,,24.0,12.0,8.0,
InfoVis,1996,Visage: a user interface environment for exploring information,10.1109/INFVIS.1996.559210,18,[],"[21, 43, 46, 76, 108, 129, 290, 294, 331, 407]",http://dx.doi.org/10.1109/INFVIS.1996.559210,3,"12, 116",C,"Visage is a prototype user interface environment for exploring and analyzing information. It represents an approach to coordinating multiple visualizations, analysis and presentation tools in data-intensive domains. Visage is based on an information-centric approach to user interface design which strives to eliminate impediments to direct user access to information objects across applications and visualizations. Visage consists of a set of data manipulation operations, an intelligent system for generating a wide variety of data visualizations (SAGE) and a briefing tool that supports the conversion of visual displays used during exploration into interactive presentation slides. This paper presents the user interface components and styles of interaction that are central to Visage's information-centric approach.",Steven F. Roth;Peter Lucas 0002;Jeffrey Senn;Cristina C. Gomberg;Michael B. Burks;Philip J. Stroffolino;John A. Kolojechick;Carolyn Dunmire,S.F. Roth;P. Lucas;J.A. Senn;C.C. Gomberg;M.B. Burks;P.J. Stroffolino;A.J. Kolojechick;C. Dunmire,"Sch. of Comput. Sci., Carnegie Mellon Univ., Pittsburgh, PA, USA",10.1109/VISUAL.1993.398870;10.1109/VISUAL.1991.175815,"Visualization, exploratory data analysis, graphics, user interface environment, human-computer interaction",141.0,38.0,13.0,TT
InfoVis,1996,Data characterization for automatically visualizing heterogeneous information,10.1109/INFVIS.1996.559211,19,[],"[52, 114, 868]",http://dx.doi.org/10.1109/INFVIS.1996.559211,13,"20, 117",C,"Automated graphical generation systems should be able to design effective presentations for heterogeneous (quantitative and qualitative) information in static or interactive environments. When building such a system, it is important to thoroughly understand the presentation-related characteristics of domain-specific information. We define a data-analysis taxonomy that can be used to characterize heterogeneous information. In addition to capturing the presentation-related properties of data, our characterization takes into account the user's information-seeking goals and visual-interpretation preferences. We use automatically-generated examples from two different application domains to demonstrate the coverage of the proposed taxonomy and its utility for selecting effective graphical techniques.",Michelle X. Zhou;Steven K. Feiner,M.X. Zhou;S.K. Feiner,"Dept. of Comput. Sci., Columbia Univ., New York, NY, USA",10.1109/VISUAL.1990.146375,,45.0,10.0,13.0,
InfoVis,1996,Rapid prototyping of information visualizations using VANISH,10.1109/INFVIS.1996.559212,20,"[8, 9]",[1307],http://dx.doi.org/10.1109/INFVIS.1996.559212,21,"28, 118",C,"Discusses a software tool called VANISH (Visualizing And Navigating Information Structured Hierarchically), which supports the rapid prototyping of interactive 2D and 3D information visualizations. VANISH supports rapid prototyping through a special-purpose visual language called VaPL (VANISH Programming Language) tailored for visualizations, through a software architecture that insulates visualization-specific code from changes in both the domain being visualized and the presentation toolkit used, and through the reuse of visualization techniques between application domains. The generality of VANISH is established by showing how it is able to re-create a wide variety of ""standard"" visualization techniques. VANISH's support for prototyping is shown through an extended example, where we build a C++ class browser, exploring many visualization alternatives in the process.",Rick Kazman;S. Jeromy Carrière,R. Kazman;J. Carriere,"Dept. of Comput. Sci., Waterloo Univ., Ont., Canada",10.1109/INFVIS.1995.528688;10.1109/INFVIS.1995.528689;10.1109/VISUAL.1991.175815,"information visualization, software tools, visual programming languages",18.0,5.0,12.0,
InfoVis,1996,On the semantics of interactive visualizations,10.1109/INFVIS.1996.559213,21,"[18, 4]","[50, 52, 60, 140, 245, 307, 423, 868, 872, 878, 1601]",http://dx.doi.org/10.1109/INFVIS.1996.559213,29,36,C,"Interactive techniques are powerful tools for manipulating visualizations to analyze, communicate and acquire information. This is especially true for large data sets or complex 3D visualizations. Although many new types of interaction have been introduced recently, very little work has been done on understanding what their components are, how they are related and how they can be combined. This paper begins to address these issues with a framework for classifying interactive visualizations. Our goal is a framework that will enable us to develop toolkits for assembling visualization interfaces both interactively and automatically.",Mei C. Chuah;Steven F. Roth,M.C. Chuah;S.F. Roth,"Sch. of Comput. Sci., Carnegie Mellon Univ., Pittsburgh, PA, USA",10.1109/INFVIS.1995.528684;10.1109/INFVIS.1996.559210,"information visualization, interactive techniques, user interfaces, automatic presentation systems, graphics",88.0,39.0,10.0,
InfoVis,1996,Techniques for non-linear magnification transformations,10.1109/INFVIS.1996.559214,22,[],"[44, 58, 141, 142, 258, 381, 654]",http://dx.doi.org/10.1109/INFVIS.1996.559214,38,45,C,"This paper presents efficient methods for implementing general non-linear magnification transformations. Techniques are provided for: combining linear and non-linear magnifications, constraining the domain of magnifications, combining multiple transformations, and smoothly interpolating between magnified and normal views. In addition, piecewise linear methods are introduced which allow greater efficiency and expressiveness than their continuous counterparts.",Alan Keahey;Edward L. Robertson,T.A. Keahey;E.L. Robertson,"Dept. of Comput. Sci., Indiana Univ., Bloomington, IN, USA",,,,46.0,17.0,
InfoVis,1996,Distortion viewing techniques for 3-dimensional data,10.1109/INFVIS.1996.559215,23,[],"[171, 1352]",http://dx.doi.org/10.1109/INFVIS.1996.559215,46,"53, 119",C,"As the use of 3D information presentation becomes more prevalent, the need for effective viewing tools grows accordingly. Much work has been done in developing tools for 2D spaces which allow for detail in context views. We examine the extension of such 2D methods to 3D and explore the limitations encountered in accessing internal regions of the data with these methods. We then describe a novel solution to this problem of internal access with the introduction of a distortion function which creates a clear line of sight to the focus revealing sections previously obscured. The distortion is symmetric about the line of sight and is smoothly integrated back into the original 3D layout.",Sheelagh Carpendale;David J. Cowperthwaite;F. David Fracchia,M. Sheelagh T. Carpendale;D.J. Cowperthwaite;F.D. Fracchia,"Sch. of Comput. Sci., Simon Fraser Univ., Burnaby, BC, Canada",,"distortion viewing, screen layout, 3D interaction, information visualization, interface metaphors, interface design issues",37.0,13.0,21.0,
InfoVis,1996,"Selection: 524,288 ways to say ""this is interesting""",10.1109/INFVIS.1996.559216,24,[],"[56, 78, 128, 157, 463, 471, 631, 651, 1142, 1603]",http://dx.doi.org/10.1109/INFVIS.1996.559216,54,"60, 120",C,"Visualization is a critical technology for understanding complex, data-rich systems. Effective visualizations make important features of the data immediately recognizable and enable the user to discover interesting and useful results by highlighting patterns. A key element of such systems is the ability to interact with displays of data by selecting a subset for further investigation. This operation is needed for use in linked-views systems and in drill-down analysis. It is a common manipulation in many other systems. It is as ubiquitous as selecting icons in a desktop GUI. It is therefore surprising to note that little research has been done on how selection can be implemented. This paper addresses this omission, presenting a taxonomy for selection mechanisms and discussing the interactions between branches of the taxonomy. Our suggestion of 524,288 possible systems [2/sup 16/ operation systems/spl times/2 (memory/memoryless)/spl times/2 (data-dependent/independent)/spl times/2 (brush/lasso)] is more in fun than serious, as within the taxonomy there are many different choices that can be made. This framework is the result of considering both the current state of the art and historical antecedents.",Graham J. Wills,G.J. Wills,"AT&T Bell Labs., Naperville, IL, USA",,,69.0,35.0,14.0,
InfoVis,1996,Towards rich information landscapes for visualising structured Web spaces,10.1109/INFVIS.1996.559218,25,[],[],http://dx.doi.org/10.1109/INFVIS.1996.559218,62,"63, 121",M,"The Harmony browser for the Hyper-G Web server utilises Hyper-G's rich data model to provide a number of tightly-coupled, two- and three-dimensional visualisation and navigational facilities. In particular the Harmony Information Landscape visualises the hierarchical structure of Hyper-G spaces upon a plane in three-dimensional space. The Harmony Information Landscape has now been extended to display a combined structure and link map by selectively superimposing hyperlink relationships in the vertical dimension above and below the hierarchy map. In addition, documents returned by search queries may be selectively ""plotted"" in the landscape, indicating their whereabouts in a broader context, and several sets of 3D icons are available for representing the various document types.",Keith Andrews;Michael Pichler;Peter Wolf,K. Andrews;M. Pichler;P. Wolf,"Inst. for Inf. & Comput. Supported New Media, Graz Univ. of Technol., Austria",,,21.0,6.0,6.0,
InfoVis,1996,Visualizing the results of multimedia Web search engines,10.1109/INFVIS.1996.559219,26,[],[],http://dx.doi.org/10.1109/INFVIS.1996.559219,64,"65, 122",M,"Search engines are very useful because they allow the user to retrieve documents of interest from the World-Wide Web. However, if the user's query results in lots of records to be retrieved, just listing the results is not very user-friendly. We are developing a system that allows the visualization of the results. Visualizations of both text and image search are generated on the fly based on the search results.",Sougata Mukherjea;Kyoji Hirata;Yoshinori Hara,S. Mukherjea;K. Hirata;Y. Hara,"C&C Res. Lab., NEC USA Inc., USA",,,22.0,10.0,2.0,
InfoVis,1996,Minimally-immersive interactive volumetric information visualization,10.1109/INFVIS.1996.559220,27,[],[],http://dx.doi.org/10.1109/INFVIS.1996.559220,66,"67, 123",M,"This paper describes a minimally immersive volumetric interactive system for information visualization. The system, SFA, uses glyph-based volume rendering, enabling more information attributes to be visualized than traditional 2D and surface-based information visualization systems. Two-handed interaction and stereoscopic viewing combine to produce a minimally immersive interactive system that enhances the user's three-dimensional perception of the information space, capitalizing on the human visual system's pre-attentive learning capabilities to quickly analyze the displayed information. The paper describes the usefulness of this system for the visualization of document similarity within a corpus of textual documents. SFA allows the three-dimensional volumetric visualization, manipulation, navigation, and analysis of multivariate, time-varying information spaces, increasing the quantity and clarity of information conveyed from the visualization as compared to traditional 2D information systems.",David S. Ebert;Chris Shaw 0002;Amen Zwa;Ethan L. Miller;D. Aaron Roberts,D.S. Ebert;C. Shaw;A. Zwa;E.L. Miller;D.A. Roberts,"Maryland Univ., Baltimore, MD, USA",,,11.0,7.0,6.0,
